,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
6486,55.0,55.0,43.0,127.9,6.0,0.0,India,Cuttack,Moeen Ali
6487,2,2.0,5.0,40.0,0.0,0.0,India,Kolkata,Moeen Ali
6488,31*,31.0,22.0,140.9,2.0,0.0,West Indies,North Sound,Moeen Ali
6489,3,3.0,5.0,60.0,0.0,0.0,West Indies,North Sound,Moeen Ali
6490,0.0,0.0,1.0,0.0,0.0,0.0,West Indies,Bridgetown,Moeen Ali
6491,77*,77.0,51.0,150.98,5.0,5.0,South Africa,Leeds,Moeen Ali
6492,33,33.0,19.0,173.68,5.0,0.0,South Africa,Southampton,Moeen Ali
6493,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,The Oval,Moeen Ali
6494,12,12.0,11.0,109.09,0.0,1.0,New Zealand,Cardiff,Moeen Ali
6495,-1,0.0,0.0,0.0,0.0,0.0,Australia,Birmingham,Moeen Ali
6496,11,11.0,14.0,78.57,2.0,0.0,Pakistan,Cardiff,Moeen Ali
6497,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Manchester,Moeen Ali
6498,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Nottingham,Moeen Ali
6499,102.0,102.0,57.0,178.94,7.0,8.0,West Indies,Bristol,Moeen Ali
6500,48*,48.0,25.0,192.0,6.0,2.0,West Indies,The Oval,Moeen Ali
6501,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Southampton,Moeen Ali
6502,5*,5.0,4.0,125.0,1.0,0.0,Australia,Melbourne,Moeen Ali
6503,1,1.0,2.0,50.0,0.0,0.0,Australia,Brisbane,Moeen Ali
6504,6,6.0,12.0,50.0,0.0,0.0,Australia,Sydney,Moeen Ali
6505,33,33.0,50.0,66.0,3.0,0.0,Australia,Adelaide,Moeen Ali
6506,6,6.0,12.0,50.0,0.0,0.0,Australia,Perth,Moeen Ali
6507,28.0,28.0,26.0,107.69,4.0,1.0,New Zealand,Hamilton,Moeen Ali
6508,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Mount Maunganui,Moeen Ali
6509,23,23.0,19.0,121.05,2.0,0.0,New Zealand,Wellington,Moeen Ali
6510,3,3.0,10.0,30.0,0.0,0.0,New Zealand,Dunedin,Moeen Ali
6511,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Christchurch,Moeen Ali
6513,17,17.0,17.0,100.0,3.0,0.0,Australia,The Oval,Moeen Ali
6514,8,8.0,6.0,133.33,1.0,0.0,Australia,Cardiff,Moeen Ali
6515,11,11.0,9.0,122.22,0.0,0.0,Australia,Nottingham,Moeen Ali
6516,-1,0.0,0.0,0.0,0.0,0.0,Australia,Chester-le-Street,Moeen Ali
6517,16,16.0,31.0,51.61,0.0,0.0,Australia,Manchester,Moeen Ali
6518,24.0,24.0,23.0,104.34,2.0,1.0,India,Nottingham,Moeen Ali
6519,13,13.0,16.0,81.25,1.0,0.0,India,Lord's,Moeen Ali
6520,-1,0.0,0.0,0.0,0.0,0.0,India,Leeds,Moeen Ali
6521,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Moeen Ali
6522,0.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Moeen Ali
6523,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Pallekele,Moeen Ali
6524,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Pallekele,Moeen Ali
6525,37,37.0,37.0,100.0,5.0,1.0,Sri Lanka,Colombo (RPS),Moeen Ali
6526,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Bridgetown,Moeen Ali
6527,12,12.0,14.0,85.71,0.0,0.0,West Indies,Bridgetown,Moeen Ali
6528,-1,0.0,0.0,0.0,0.0,0.0,West Indies,St George's,Moeen Ali
6529,0*,0.0,1.0,0.0,0.0,0.0,West Indies,St George's,Moeen Ali
6530,12,12.0,25.0,48.0,1.0,0.0,West Indies,Gros Islet,Moeen Ali
6531,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Southampton,Moeen Ali
6532,46*,46.0,36.0,127.77,4.0,3.0,Pakistan,Bristol,Moeen Ali
6533,0.0,0.0,3.0,0.0,0.0,0.0,Pakistan,Nottingham,Moeen Ali
6534,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Leeds,Moeen Ali
6536,50.0,50.0,103.0,48.54,3.0,0.0,Sri Lanka,Sharjah,Mohammad Hafeez
6539,53,53.0,114.0,46.49,2.0,0.0,Sri Lanka,Dambulla,Mohammad Hafeez
6540,0.0,0.0,4.0,0.0,0.0,0.0,New Zealand,Dambulla,Mohammad Hafeez
6541,20.0,20.0,38.0,52.63,1.0,1.0,Sri Lanka,Dambulla,Mohammad Hafeez
6542,3,3.0,11.0,27.27,0.0,0.0,New Zealand,Dambulla,Mohammad Hafeez
6543,0.0,0.0,4.0,0.0,0.0,0.0,New Zealand,Dambulla,Mohammad Hafeez
6544,69,69.0,112.0,61.6,8.0,0.0,England,Manchester,Mohammad Hafeez
6545,14,14.0,27.0,51.85,2.0,0.0,England,The Oval,Mohammad Hafeez
6546,19,19.0,41.0,46.34,3.0,0.0,England,Lord's,Mohammad Hafeez
6547,27,27.0,31.0,87.09,6.0,0.0,Bangladesh,Multan,Mohammad Hafeez
6548,26,26.0,36.0,72.22,4.0,0.0,Bangladesh,Faisalabad,Mohammad Hafeez
6549,2,2.0,17.0,11.76,0.0,0.0,Bangladesh,Lahore,Mohammad Hafeez
6550,9,9.0,25.0,36.0,2.0,0.0,Bangladesh,Rawalpindi,Mohammad Hafeez
6551,44.0,44.0,64.0,68.75,7.0,0.0,Bangladesh,Karachi,Mohammad Hafeez
6552,5.0,5.0,17.0,29.41,1.0,0.0,South Africa,Lahore,Mohammad Hafeez
6553,7,7.0,19.0,36.84,1.0,0.0,South Africa,Lahore,Mohammad Hafeez
6554,20.0,20.0,42.0,47.61,3.0,0.0,South Africa,Faisalabad,Mohammad Hafeez
6555,1,1.0,20.0,5.0,0.0,0.0,South Africa,Rawalpindi,Mohammad Hafeez
6556,0.0,0.0,2.0,0.0,0.0,0.0,South Africa,Rawalpindi,Mohammad Hafeez
6557,0.0,0.0,9.0,0.0,0.0,0.0,Australia,Hobart,Mohammad Hafeez
6558,2,2.0,9.0,22.22,0.0,0.0,West Indies,Brisbane,Mohammad Hafeez
6559,13,13.0,36.0,36.11,0.0,0.0,Australia,Sydney,Mohammad Hafeez
6560,41,41.0,41.0,100.0,6.0,0.0,West Indies,Adelaide,Mohammad Hafeez
6561,13,13.0,39.0,33.33,2.0,0.0,Australia,Melbourne,Mohammad Hafeez
6562,6,6.0,25.0,24.0,1.0,0.0,Australia,Sydney,Mohammad Hafeez
6563,42.0,42.0,75.0,56.0,1.0,2.0,India,Kochi,Mohammad Hafeez
6564,7,7.0,7.0,100.0,1.0,0.0,India,Visakhapatnam,Mohammad Hafeez
6565,18*,18.0,23.0,78.26,3.0,0.0,England,Cardiff,Mohammad Hafeez
6566,1,1.0,5.0,20.0,0.0,0.0,England,Lord's,Mohammad Hafeez
6567,20.0,20.0,19.0,105.26,2.0,1.0,England,Southampton,Mohammad Hafeez
6568,8,8.0,8.0,100.0,2.0,0.0,England,Nottingham,Mohammad Hafeez
6569,18,18.0,43.0,41.86,3.0,0.0,England,Birmingham,Mohammad Hafeez
6570,22,22.0,15.0,146.66,3.0,0.0,Sri Lanka,Jaipur,Mohammad Hafeez
6571,43,43.0,46.0,93.47,8.0,0.0,New Zealand,Mohali,Mohammad Hafeez
6572,1,1.0,5.0,20.0,0.0,0.0,South Africa,Mohali,Mohammad Hafeez
6573,0.0,0.0,1.0,0.0,0.0,0.0,West Indies,Faisalabad,Mohammad Hafeez
6574,31,31.0,43.0,72.09,2.0,1.0,West Indies,Lahore,Mohammad Hafeez
6575,1,1.0,7.0,14.28,0.0,0.0,West Indies,Multan,Mohammad Hafeez
6576,92.0,92.0,111.0,82.88,5.0,2.0,West Indies,Karachi,Mohammad Hafeez
6577,21,21.0,17.0,123.52,3.0,0.0,South Africa,Centurion,Mohammad Hafeez
6578,0.0,0.0,6.0,0.0,0.0,0.0,South Africa,Johannesburg,Mohammad Hafeez
6579,11,11.0,28.0,39.28,2.0,0.0,West Indies,Kingston,Mohammad Hafeez
6581,34,34.0,43.0,79.06,7.0,0.0,Sri Lanka,Abu Dhabi,Mohammad Hafeez
6582,6,6.0,24.0,25.0,0.0,0.0,South Africa,Lahore,Mohammad Hafeez
6583,30.0,30.0,42.0,71.42,4.0,0.0,England,Chester-le-Street,Mohammad Hafeez
6584,43,43.0,68.0,63.23,5.0,0.0,England,Leeds,Mohammad Hafeez
6585,1,1.0,3.0,33.33,0.0,0.0,England,The Oval,Mohammad Hafeez
6586,64.0,64.0,100.0,64.0,5.0,1.0,England,Lord's,Mohammad Hafeez
6587,29,29.0,42.0,69.04,5.0,0.0,England,Southampton,Mohammad Hafeez
6588,68.0,68.0,84.0,80.95,7.0,0.0,South Africa,Abu Dhabi,Mohammad Hafeez
6589,30.0,30.0,42.0,71.42,3.0,0.0,South Africa,Abu Dhabi,Mohammad Hafeez
6590,4,4.0,15.0,26.66,0.0,0.0,South Africa,Dubai (DSC),Mohammad Hafeez
6591,42.0,42.0,29.0,144.82,5.0,0.0,South Africa,Dubai (DSC),Mohammad Hafeez
6592,59,59.0,58.0,101.72,7.0,0.0,South Africa,Dubai (DSC),Mohammad Hafeez
6593,0.0,0.0,9.0,0.0,0.0,0.0,New Zealand,Wellington,Mohammad Hafeez
6594,4*,4.0,11.0,36.36,0.0,0.0,New Zealand,Queenstown,Mohammad Hafeez
6595,115.0,115.0,144.0,79.86,12.0,2.0,New Zealand,Christchurch,Mohammad Hafeez
6596,12,12.0,23.0,52.17,2.0,0.0,New Zealand,Napier,Mohammad Hafeez
6597,14,14.0,20.0,70.0,2.0,0.0,New Zealand,Hamilton,Mohammad Hafeez
6598,21,21.0,15.0,140.0,2.0,1.0,New Zealand,Auckland,Mohammad Hafeez
6600,32.0,32.0,31.0,103.22,4.0,1.0,Sri Lanka,Colombo (RPS),Mohammad Hafeez
6602,5.0,5.0,6.0,83.33,1.0,0.0,New Zealand,Pallekele,Mohammad Hafeez
6604,5.0,5.0,8.0,62.5,1.0,0.0,Australia,Colombo (RPS),Mohammad Hafeez
6605,61*,61.0,64.0,95.31,10.0,0.0,West Indies,Dhaka,Mohammad Hafeez
6606,43,43.0,59.0,72.88,7.0,0.0,India,Mohali,Mohammad Hafeez
6607,54.0,54.0,45.0,120.0,7.0,1.0,West Indies,Gros Islet,Mohammad Hafeez
6608,32.0,32.0,51.0,62.74,1.0,1.0,West Indies,Gros Islet,Mohammad Hafeez
6609,5.0,5.0,9.0,55.55,1.0,0.0,West Indies,Bridgetown,Mohammad Hafeez
6610,121,121.0,138.0,87.68,7.0,3.0,West Indies,Bridgetown,Mohammad Hafeez
6611,55.0,55.0,83.0,66.26,6.0,0.0,West Indies,Providence,Mohammad Hafeez
6617,5.0,5.0,6.0,83.33,1.0,0.0,Sri Lanka,Dubai (DSC),Mohammad Hafeez
6618,4,4.0,3.0,133.33,1.0,0.0,Sri Lanka,Dubai (DSC),Mohammad Hafeez
6619,83,83.0,101.0,82.17,9.0,1.0,Sri Lanka,Dubai (DSC),Mohammad Hafeez
6620,27,27.0,51.0,52.94,3.0,0.0,Sri Lanka,Sharjah,Mohammad Hafeez
6621,14,14.0,28.0,50.0,2.0,0.0,Sri Lanka,Abu Dhabi,Mohammad Hafeez
6622,22,22.0,38.0,57.89,5.0,0.0,Bangladesh,Dhaka,Mohammad Hafeez
6623,32.0,32.0,56.0,57.14,6.0,0.0,Bangladesh,Dhaka,Mohammad Hafeez
6624,0.0,0.0,4.0,0.0,0.0,0.0,Bangladesh,Chattogram,Mohammad Hafeez
6625,8,8.0,17.0,47.05,1.0,0.0,Afghanistan,Sharjah,Mohammad Hafeez
6626,5.0,5.0,11.0,45.45,1.0,0.0,England,Abu Dhabi,Mohammad Hafeez
6627,26,26.0,43.0,60.46,3.0,0.0,England,Abu Dhabi,Mohammad Hafeez
6628,29,29.0,28.0,103.57,3.0,0.0,England,Dubai (DSC),Mohammad Hafeez
6629,1,1.0,3.0,33.33,0.0,0.0,England,Dubai (DSC),Mohammad Hafeez
6630,89,89.0,126.0,70.63,7.0,0.0,Bangladesh,Dhaka,Mohammad Hafeez
6631,11,11.0,35.0,31.42,1.0,0.0,Sri Lanka,Dhaka,Mohammad Hafeez
6632,105.0,105.0,113.0,92.92,9.0,1.0,India,Dhaka,Mohammad Hafeez
6633,40.0,40.0,87.0,45.97,4.0,0.0,Bangladesh,Dhaka,Mohammad Hafeez
6634,37,37.0,57.0,64.91,5.0,1.0,Sri Lanka,Pallekele,Mohammad Hafeez
6635,14,14.0,29.0,48.27,1.0,0.0,Sri Lanka,Pallekele,Mohammad Hafeez
6636,0.0,0.0,4.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Mohammad Hafeez
6637,0.0,0.0,5.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Mohammad Hafeez
6638,6,6.0,13.0,46.15,0.0,0.0,Sri Lanka,Colombo (RPS),Mohammad Hafeez
6639,4,4.0,12.0,33.33,0.0,0.0,Australia,Sharjah,Mohammad Hafeez
6640,23,23.0,27.0,85.18,2.0,0.0,Australia,Abu Dhabi,Mohammad Hafeez
6641,78.0,78.0,97.0,80.41,4.0,2.0,Australia,Sharjah,Mohammad Hafeez
6642,0.0,0.0,1.0,0.0,0.0,0.0,India,Chennai,Mohammad Hafeez
6643,76.0,76.0,74.0,102.7,10.0,0.0,India,Kolkata,Mohammad Hafeez
6644,21,21.0,31.0,67.74,2.0,0.0,India,Delhi,Mohammad Hafeez
6645,25.0,25.0,38.0,65.78,3.0,0.0,South Africa,Bloemfontein,Mohammad Hafeez
6646,31,31.0,49.0,63.26,3.0,1.0,South Africa,Centurion,Mohammad Hafeez
6647,57,57.0,49.0,116.32,6.0,3.0,South Africa,Johannesburg,Mohammad Hafeez
6648,0.0,0.0,1.0,0.0,0.0,0.0,South Africa,Durban,Mohammad Hafeez
6649,5.0,5.0,9.0,55.55,1.0,0.0,South Africa,Benoni,Mohammad Hafeez
6653,4,4.0,9.0,44.44,1.0,0.0,West Indies,The Oval,Mohammad Hafeez
6654,7,7.0,21.0,33.33,0.0,0.0,South Africa,Birmingham,Mohammad Hafeez
6655,27,27.0,31.0,87.09,5.0,0.0,India,Birmingham,Mohammad Hafeez
6656,1,1.0,13.0,7.69,0.0,0.0,West Indies,Providence,Mohammad Hafeez
6657,20.0,20.0,25.0,80.0,3.0,0.0,West Indies,Providence,Mohammad Hafeez
6658,14,14.0,33.0,42.42,0.0,0.0,West Indies,Gros Islet,Mohammad Hafeez
6659,59,59.0,62.0,95.16,5.0,2.0,West Indies,Gros Islet,Mohammad Hafeez
6660,11,11.0,22.0,50.0,1.0,0.0,West Indies,Gros Islet,Mohammad Hafeez
6664,28.0,28.0,39.0,71.79,2.0,0.0,South Africa,Sharjah,Mohammad Hafeez
6665,26,26.0,32.0,81.25,4.0,0.0,South Africa,Dubai (DSC),Mohammad Hafeez
6666,15,15.0,31.0,48.38,3.0,0.0,South Africa,Abu Dhabi,Mohammad Hafeez
6667,33,33.0,60.0,55.0,4.0,0.0,South Africa,Abu Dhabi,Mohammad Hafeez
6668,6,6.0,16.0,37.5,1.0,0.0,South Africa,Sharjah,Mohammad Hafeez
6669,5.0,5.0,10.0,50.0,1.0,0.0,South Africa,Cape Town,Mohammad Hafeez
6670,8,8.0,16.0,50.0,0.0,0.0,South Africa,Port Elizabeth,Mohammad Hafeez
6671,122,122.0,129.0,94.57,7.0,4.0,Sri Lanka,Sharjah,Mohammad Hafeez
6672,32.0,32.0,52.0,61.53,3.0,0.0,Sri Lanka,Dubai (DSC),Mohammad Hafeez
6673,140*,140.0,136.0,102.94,11.0,3.0,Sri Lanka,Sharjah,Mohammad Hafeez
6674,113*,113.0,119.0,94.95,12.0,2.0,Sri Lanka,Abu Dhabi,Mohammad Hafeez
6675,41,41.0,56.0,73.21,2.0,0.0,Sri Lanka,Abu Dhabi,Mohammad Hafeez
6676,18,18.0,19.0,94.73,2.0,0.0,Sri Lanka,Fatullah,Mohammad Hafeez
6677,10.0,10.0,16.0,62.5,1.0,0.0,Afghanistan,Fatullah,Mohammad Hafeez
6678,75.0,75.0,117.0,64.1,3.0,2.0,India,Dhaka,Mohammad Hafeez
6679,52.0,52.0,55.0,94.54,8.0,0.0,Bangladesh,Dhaka,Mohammad Hafeez
6680,3,3.0,13.0,23.07,0.0,0.0,Sri Lanka,Dhaka,Mohammad Hafeez
6681,21,21.0,23.0,91.3,3.0,0.0,Sri Lanka,Hambantota,Mohammad Hafeez
6682,62.0,62.0,49.0,126.53,11.0,0.0,Sri Lanka,Hambantota,Mohammad Hafeez
6683,1,1.0,16.0,6.25,0.0,0.0,Sri Lanka,Dambulla,Mohammad Hafeez
6684,6,6.0,17.0,35.29,0.0,0.0,New Zealand,Dubai (DSC),Mohammad Hafeez
6685,76.0,76.0,92.0,82.6,9.0,1.0,New Zealand,Sharjah,Mohammad Hafeez
6686,33,33.0,26.0,126.92,5.0,1.0,New Zealand,Sharjah,Mohammad Hafeez
6687,3,3.0,11.0,27.27,0.0,0.0,New Zealand,Abu Dhabi,Mohammad Hafeez
6688,0.0,0.0,5.0,0.0,0.0,0.0,New Zealand,Wellington,Mohammad Hafeez
6689,86.0,86.0,89.0,96.62,5.0,3.0,New Zealand,Napier,Mohammad Hafeez
6690,4,4.0,7.0,57.14,1.0,0.0,Bangladesh,Dhaka,Mohammad Hafeez
6691,0.0,0.0,6.0,0.0,0.0,0.0,Bangladesh,Dhaka,Mohammad Hafeez
6692,4,4.0,15.0,26.66,0.0,0.0,Bangladesh,Dhaka,Mohammad Hafeez
6696,103,103.0,95.0,108.42,10.0,4.0,Sri Lanka,Dambulla,Mohammad Hafeez
6697,9,9.0,15.0,60.0,0.0,1.0,Sri Lanka,Pallekele,Mohammad Hafeez
6698,54.0,54.0,64.0,84.37,4.0,0.0,Sri Lanka,Colombo (RPS),Mohammad Hafeez
6699,70.0,70.0,88.0,79.54,8.0,1.0,Sri Lanka,Colombo (RPS),Mohammad Hafeez
6700,37,37.0,37.0,100.0,5.0,1.0,Sri Lanka,Hambantota,Mohammad Hafeez
6704,102*,102.0,130.0,78.46,10.0,1.0,England,Abu Dhabi,Mohammad Hafeez
6705,0.0,0.0,8.0,0.0,0.0,0.0,England,Abu Dhabi,Mohammad Hafeez
6706,45.0,45.0,71.0,63.38,2.0,2.0,England,Sharjah,Mohammad Hafeez
6707,37,37.0,36.0,102.77,5.0,1.0,England,Dubai (DSC),Mohammad Hafeez
6708,42.0,42.0,56.0,75.0,1.0,1.0,New Zealand,Wellington,Mohammad Hafeez
6709,76.0,76.0,60.0,126.66,5.0,5.0,New Zealand,Auckland,Mohammad Hafeez
6711,11,11.0,15.0,73.33,2.0,0.0,England,Southampton,Mohammad Hafeez
6712,4,4.0,7.0,57.14,0.0,0.0,Australia,Brisbane,Mohammad Hafeez
6713,72.0,72.0,104.0,69.23,8.0,0.0,Australia,Melbourne,Mohammad Hafeez
6714,4,4.0,13.0,30.76,0.0,0.0,Australia,Perth,Mohammad Hafeez
6715,40.0,40.0,40.0,100.0,3.0,1.0,Australia,Sydney,Mohammad Hafeez
6716,3,3.0,6.0,50.0,0.0,0.0,Australia,Adelaide,Mohammad Hafeez
6717,88.0,88.0,92.0,95.65,6.0,3.0,West Indies,Providence,Mohammad Hafeez
6718,32.0,32.0,50.0,64.0,2.0,1.0,West Indies,Providence,Mohammad Hafeez
6719,81,81.0,86.0,94.18,8.0,2.0,West Indies,Providence,Mohammad Hafeez
6720,33,33.0,43.0,76.74,2.0,0.0,India,Birmingham,Mohammad Hafeez
6721,26,26.0,53.0,49.05,1.0,1.0,South Africa,Birmingham,Mohammad Hafeez
6722,1,1.0,5.0,20.0,0.0,0.0,Sri Lanka,Cardiff,Mohammad Hafeez
6723,31*,31.0,21.0,147.61,3.0,2.0,England,Cardiff,Mohammad Hafeez
6724,57*,57.0,37.0,154.05,4.0,3.0,India,The Oval,Mohammad Hafeez
6725,32.0,32.0,38.0,84.21,5.0,0.0,Sri Lanka,Dubai (DSC),Mohammad Hafeez
6726,8,8.0,11.0,72.72,0.0,1.0,Sri Lanka,Abu Dhabi,Mohammad Hafeez
6727,34*,34.0,51.0,66.66,4.0,0.0,Sri Lanka,Abu Dhabi,Mohammad Hafeez
6728,9,9.0,19.0,47.36,0.0,0.0,Sri Lanka,Sharjah,Mohammad Hafeez
6729,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Sharjah,Mohammad Hafeez
6730,1,1.0,9.0,11.11,0.0,0.0,New Zealand,Wellington,Mohammad Hafeez
6731,60.0,60.0,71.0,84.5,8.0,0.0,New Zealand,Nelson,Mohammad Hafeez
6732,0.0,0.0,4.0,0.0,0.0,0.0,New Zealand,Dunedin,Mohammad Hafeez
6733,81,81.0,80.0,101.25,5.0,4.0,New Zealand,Hamilton,Mohammad Hafeez
6734,6,6.0,20.0,30.0,1.0,0.0,New Zealand,Wellington,Mohammad Hafeez
6735,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,Abu Dhabi,Mohammad Hafeez
6736,27*,27.0,31.0,87.09,2.0,0.0,New Zealand,Abu Dhabi,Mohammad Hafeez
6737,19,19.0,34.0,55.88,1.0,0.0,New Zealand,Dubai (DSC),Mohammad Hafeez
6738,71*,71.0,63.0,112.69,8.0,2.0,South Africa,Port Elizabeth,Mohammad Hafeez
6739,9,9.0,11.0,81.81,1.0,0.0,South Africa,Durban,Mohammad Hafeez
6740,52.0,52.0,45.0,115.55,6.0,1.0,South Africa,Centurion,Mohammad Hafeez
6741,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Johannesburg,Mohammad Hafeez
6742,17,17.0,28.0,60.71,1.0,0.0,South Africa,Cape Town,Mohammad Hafeez
6743,59,59.0,55.0,107.27,2.0,3.0,England,Nottingham,Mohammad Hafeez
6744,-1,0.0,0.0,0.0,0.0,0.0,England,Leeds,Mohammad Hafeez
6745,-1,0.0,0.0,0.0,0.0,0.0,Australia,Sharjah,Mohammad Hasnain
6746,0.0,0.0,1.0,0.0,0.0,0.0,Australia,Abu Dhabi,Mohammad Hasnain
6747,-1,0.0,0.0,0.0,0.0,0.0,Australia,Dubai (DSC),Mohammad Hasnain
6748,-1,0.0,0.0,0.0,0.0,0.0,England,Nottingham,Mohammad Hasnain
6749,-1,0.0,0.0,0.0,0.0,0.0,England,Leeds,Mohammad Hasnain
6750,26,26.0,39.0,66.66,5.0,0.0,India,Dhaka,Mohammad Mithun
6751,-1,0.0,0.0,0.0,0.0,0.0,India,Dhaka,Mohammad Mithun
6752,10.0,10.0,27.0,37.03,0.0,1.0,Sri Lanka,Dhaka,Mohammad Mithun
6753,63,63.0,68.0,92.64,5.0,2.0,Sri Lanka,Dubai (DSC),Mohammad Mithun
6754,2,2.0,7.0,28.57,0.0,0.0,Afghanistan,Abu Dhabi,Mohammad Mithun
6755,9,9.0,19.0,47.36,1.0,0.0,India,Dubai (DSC),Mohammad Mithun
6756,1,1.0,2.0,50.0,0.0,0.0,Afghanistan,Abu Dhabi,Mohammad Mithun
6757,60.0,60.0,84.0,71.42,4.0,0.0,Pakistan,Abu Dhabi,Mohammad Mithun
6758,2,2.0,4.0,50.0,0.0,0.0,India,Dubai (DSC),Mohammad Mithun
6762,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Sylhet,Mohammad Mithun
6763,62.0,62.0,90.0,68.88,5.0,0.0,New Zealand,Napier,Mohammad Mithun
6764,57,57.0,69.0,82.6,7.0,1.0,New Zealand,Christchurch,Mohammad Mithun
6765,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin,Mohammad Mithun
6766,43,43.0,53.0,81.13,2.0,2.0,West Indies,Dublin (Malahide),Mohammad Mithun
6767,17,17.0,14.0,121.42,1.0,1.0,West Indies,Dublin (Malahide),Mohammad Mithun
6786,37,37.0,56.0,66.07,0.0,2.0,Pakistan,Sharjah,Mohammad Nabi
6790,46.0,46.0,60.0,76.66,3.0,4.0,Australia,Sharjah,Mohammad Nabi
6795,15,15.0,13.0,115.38,3.0,0.0,Pakistan,Fatullah,Mohammad Nabi
6796,7,7.0,15.0,46.66,0.0,0.0,Bangladesh,Fatullah,Mohammad Nabi
6797,37,37.0,43.0,86.04,3.0,1.0,Sri Lanka,Dhaka,Mohammad Nabi
6798,6,6.0,20.0,30.0,0.0,0.0,India,Dhaka,Mohammad Nabi
6813,44.0,44.0,43.0,102.32,5.0,0.0,Bangladesh,Canberra,Mohammad Nabi
6814,21,21.0,27.0,77.77,2.0,1.0,Sri Lanka,Dunedin,Mohammad Nabi
6816,2,2.0,10.0,20.0,0.0,0.0,Australia,Perth,Mohammad Nabi
6817,6,6.0,15.0,40.0,0.0,0.0,New Zealand,Napier,Mohammad Nabi
6818,16,16.0,17.0,94.11,1.0,1.0,England,Sydney,Mohammad Nabi
6835,30.0,30.0,24.0,125.0,3.0,0.0,Bangladesh,Dhaka,Mohammad Nabi
6836,49,49.0,61.0,80.32,3.0,2.0,Bangladesh,Dhaka,Mohammad Nabi
6837,3,3.0,10.0,30.0,0.0,0.0,Bangladesh,Dhaka,Mohammad Nabi
6848,27*,27.0,30.0,90.0,2.0,0.0,West Indies,Gros Islet,Mohammad Nabi
6849,13,13.0,24.0,54.16,0.0,0.0,West Indies,Gros Islet,Mohammad Nabi
6850,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Gros Islet,Mohammad Nabi
6862,31,31.0,54.0,57.4,2.0,0.0,West Indies,Harare,Mohammad Nabi
6865,27*,27.0,12.0,225.0,0.0,3.0,West Indies,Harare,Mohammad Nabi
6869,15,15.0,12.0,125.0,0.0,1.0,Sri Lanka,Abu Dhabi,Mohammad Nabi
6870,10.0,10.0,24.0,41.66,0.0,0.0,Bangladesh,Abu Dhabi,Mohammad Nabi
6871,7,7.0,5.0,140.0,1.0,0.0,Pakistan,Abu Dhabi,Mohammad Nabi
6872,38,38.0,28.0,135.71,2.0,2.0,Bangladesh,Abu Dhabi,Mohammad Nabi
6873,64.0,64.0,56.0,114.28,3.0,4.0,India,Dubai (DSC),Mohammad Nabi
6880,16,16.0,11.0,145.45,1.0,1.0,South Africa,Kimberley,Mohammad Saifuddin
6881,6*,6.0,5.0,120.0,1.0,0.0,Sri Lanka,Dhaka,Mohammad Saifuddin
6882,8,8.0,29.0,27.58,0.0,0.0,Sri Lanka,Dhaka,Mohammad Saifuddin
6886,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Sylhet,Mohammad Saifuddin
6887,41,41.0,58.0,70.68,3.0,0.0,New Zealand,Napier,Mohammad Saifuddin
6888,10.0,10.0,15.0,66.66,0.0,0.0,New Zealand,Christchurch,Mohammad Saifuddin
6889,44.0,44.0,63.0,69.84,4.0,0.0,New Zealand,Dunedin,Mohammad Saifuddin
6890,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin,Mohammad Saifuddin
6892,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin (Malahide),Mohammad Saifuddin
6909,20.0,20.0,17.0,117.64,3.0,1.0,Pakistan,Sharjah,Mohammad Shahzad 
6913,11,11.0,12.0,91.66,1.0,0.0,Australia,Sharjah,Mohammad Shahzad 
6918,9,9.0,12.0,75.0,1.0,0.0,Pakistan,Fatullah,Mohammad Shahzad 
6919,2,2.0,8.0,25.0,0.0,0.0,Bangladesh,Fatullah,Mohammad Shahzad 
6920,7,7.0,7.0,100.0,0.0,1.0,Sri Lanka,Dhaka,Mohammad Shahzad 
6921,22,22.0,28.0,78.57,2.0,1.0,India,Dhaka,Mohammad Shahzad 
